Fact_Summary,,,,,,,,,,,,,,,,,,,,
order_id,order_placement_date,customer_id,product_id,product_name,category,order_qty,agreed_delivery_date,actual_delivery_date,delivery_qty,In Full,On Time,On Time In Full,Year,Month,Day,Day Name,Month Name,Week of Year,Weekend,total_amount
FMR35902302,2025-03-03,789902,25891302,AM Cheese 150,Dairy,44,2025-04-30,2025-01-05,44,1,1,1,2025,3,3,Monday,March,10,FALSE,220.0
FMR36521302,2025-03-03,789521,25891302,AM Cheese 150,Dairy,24,2025-04-30,2025-01-05,19,0,0,0,2025,3,3,Monday,March,10,FALSE,120.0
FMR34103302,2025-03-03,789103,25891302,AM Cheese 150,Dairy,45,2025-04-30,2025-01-05,36,0,0,0,2025,3,3,Monday,March,10,FALSE,225.0
FMR34303603,2025-03-03,789303,25891302,AM Cheese 150,Dairy,79,2025-04-30,2025-01-05,79,1,1,1,2025,3,3,Monday,March,10,FALSE,395.0
FMR34720603,2025-03-03,789720,25891302,AM Cheese 150,Dairy,42,2025-04-30,2025-01-05,38,0,1,0,2025,3,3,Monday,March,10,FALSE,210.0
FMR34401302,2025-03-03,789401,25891302,AM Cheese 150,Dairy,71,2025-04-30,2025-01-05,71,1,1,1,2025,3,3,Monday,March,10,FALSE,355.0
FMR35121302,2025-03-03,789121,25891302,AM Cheese 150,Dairy,37,2025-04-30,2025-01-05,30,0,1,0,2025,3,3,Monday,March,10,FALSE,185.0
FMR35420303,2025-03-03,789420,25891301,AM Cheese 250,Dairy,65,2025-04-30,2025-01-05,65,1,0,0,2025,3,3,Monday,March,10,FALSE,455.0
FMR36122601,2025-03-03,789122,25891301,AM Cheese 250,Dairy,92,2025-04-30,2025-01-05,92,1,0,0,2025,3,3,Monday,March,10,FALSE,644.0
FMR35720603,2025-03-03,789720,25891301,AM Cheese 250,Dairy,31,2025-04-30,2025-01-05,31,1,1,1,2025,3,3,Monday,March,10,FALSE,217.0
FMR36103301,2025-03-03,789103,25891301,AM Cheese 250,Dairy,57,2025-04-30,2025-01-05,57,1,0,0,2025,3,3,Monday,March,10,FALSE,399.0
FMR34201603,2025-03-03,789201,25891301,AM Cheese 250,Dairy,86,2025-04-30,2025-01-05,82,0,1,0,2025,3,3,Monday,March,10,FALSE,602.0
FMR36521602,2025-03-03,789521,25891301,AM Cheese 250,Dairy,63,2025-04-30,2025-01-05,63,1,0,0,2025,3,3,Monday,March,10,FALSE,441.0
FMR36202603,2025-03-03,789202,25891301,AM Cheese 250,Dairy,78,2025-04-30,2025-01-05,78,1,1,1,2025,3,3,Monday,March,10,FALSE,546.0
FMR34903401,2025-03-03,789903,25891301,AM Cheese 250,Dairy,36,2025-04-30,2025-01-05,34,0,1,0,2025,3,3,Monday,March,10,FALSE,252.0
FMR36903501,2025-03-03,789903,25891301,AM Cheese 250,Dairy,63,2025-04-30,2025-01-05,57,0,1,0,2025,3,3,Monday,March,10,FALSE,441.0
FMR36520301,2025-03-03,789520,25891301,AM Cheese 250,Dairy,54,2025-04-30,2025-01-05,51,0,0,0,2025,3,3,Monday,March,10,FALSE,378.0
FMR36301301,2025-03-03,789301,25891301,AM Cheese 250,Dairy,46,2025-04-30,2025-01-05,46,1,0,0,2025,3,3,Monday,March,10,FALSE,322.0
FMR34622301,2025-03-03,789622,25891301,AM Cheese 250,Dairy,32,2025-04-30,2025-01-05,32,1,0,0,2025,3,3,Monday,March,10,FALSE,224.0
FMR35622301,2025-03-03,789622,25891301,AM Cheese 250,Dairy,84,2025-04-30,2025-01-05,84,1,1,1,2025,3,3,Monday,March,10,FALSE,588.0
FMR36603501,2025-03-03,789603,25891301,AM Cheese 250,Dairy,35,2025-04-30,2025-01-05,31,0,1,0,2025,3,3,Monday,March,10,FALSE,245.0
FMR36403201,2025-03-03,789403,25891102,AM Milk 250,Dairy,343,2025-04-30,2025-01-05,343,1,1,1,2025,3,3,Monday,March,10,FALSE,819.7700000000001
FMR35601102,2025-03-03,789601,25891102,AM Milk 250,Dairy,437,2025-04-30,2025-01-05,415,0,0,0,2025,3,3,Monday,March,10,FALSE,1044.43
FMR35520102,2025-03-03,789520,25891102,AM Milk 250,Dairy,379,2025-04-30,2025-01-05,379,1,0,0,2025,3,3,Monday,March,10,FALSE,905.8100000000001
FMR35503501,2025-03-03,789503,25891102,AM Milk 250,Dairy,396,2025-04-30,2025-01-05,396,1,1,1,2025,3,3,Monday,March,10,FALSE,946.44
FMR34103602,2025-03-03,789103,25891102,AM Milk 250,Dairy,441,2025-04-30,2025-01-05,397,0,1,0,2025,3,3,Monday,March,10,FALSE,1053.99
FMR35103502,2025-03-03,789103,25891102,AM Milk 250,Dairy,361,2025-04-30,2025-01-05,325,0,1,0,2025,3,3,Monday,March,10,FALSE,862.7900000000001
FMR35320303,2025-03-03,789320,25891102,AM Milk 250,Dairy,313,2025-02-03,2025-02-03,313,1,0,0,2025,3,3,Monday,March,10,FALSE,748.07
FMR34903401,2025-03-03,789903,25891102,AM Milk 250,Dairy,365,2025-02-03,2025-02-03,292,0,1,0,2025,3,3,Monday,March,10,FALSE,872.35
FMR35703102,2025-03-03,789703,25891102,AM Milk 250,Dairy,477,2025-02-03,2025-02-03,453,0,1,0,2025,3,3,Monday,March,10,FALSE,1140.03
FMR34102503,2025-03-03,789102,25891102,AM Milk 250,Dairy,420,2025-02-03,2025-02-03,378,0,1,0,2025,3,3,Monday,March,10,FALSE,1003.8000000000001
FMR35122102,2025-03-03,789122,25891102,AM Milk 250,Dairy,345,2025-02-03,2025-02-03,328,0,0,0,2025,3,3,Monday,March,10,FALSE,824.5500000000001
FMR35621403,2025-03-03,789621,25891102,AM Milk 250,Dairy,414,2025-02-03,2025-02-03,414,1,1,1,2025,3,3,Monday,March,10,FALSE,989.46
FMR36621202,2025-03-03,789621,25891102,AM Milk 250,Dairy,407,2025-02-03,2025-02-03,407,1,1,1,2025,3,3,Monday,March,10,FALSE,972.73
FMR35203502,2025-03-03,789203,25891102,AM Milk 250,Dairy,454,2025-02-03,2025-02-03,431,0,1,0,2025,3,3,Monday,March,10,FALSE,1085.06
FMR34122502,2025-03-03,789122,25891502,AM Biscuits 500,Food,176,2025-02-03,2025-02-03,167,0,0,0,2025,3,3,Monday,March,10,FALSE,704.0
FMR34622502,2025-03-03,789622,25891502,AM Biscuits 500,Food,109,2025-02-03,2025-02-03,87,0,1,0,2025,3,3,Monday,March,10,FALSE,436.0
FMR36420602,2025-03-03,789420,25891502,AM Biscuits 500,Food,227,2025-02-03,2025-02-03,204,0,0,0,2025,3,3,Monday,March,10,FALSE,908.0
FMR34320502,2025-03-03,789320,25891502,AM Biscuits 500,Food,234,2025-02-03,2025-02-03,234,1,1,1,2025,3,3,Monday,March,10,FALSE,936.0
FMR34220502,2025-03-03,789220,25891502,AM Biscuits 500,Food,220,2025-02-03,2025-02-03,220,1,1,1,2025,3,3,Monday,March,10,FALSE,880.0
FMR35203502,2025-03-03,789203,25891502,AM Biscuits 500,Food,120,2025-02-03,2025-02-03,108,0,1,0,2025,3,3,Monday,March,10,FALSE,480.0
FMR34903502,2025-03-03,789903,25891502,AM Biscuits 500,Food,127,2025-02-03,2025-02-03,114,0,1,0,2025,3,3,Monday,March,10,FALSE,508.0
FMR36520502,2025-03-03,789520,25891502,AM Biscuits 500,Food,239,2025-02-03,2025-02-03,215,0,1,0,2025,3,3,Monday,March,10,FALSE,956.0
FMR34103602,2025-03-03,789103,25891502,AM Biscuits 500,Food,190,2025-02-03,2025-02-03,171,0,1,0,2025,3,3,Monday,March,10,FALSE,760.0
FMR35103502,2025-03-03,789103,25891502,AM Biscuits 500,Food,134,2025-02-03,2025-02-03,121,0,1,0,2025,3,3,Monday,March,10,FALSE,536.0
FMR34902603,2025-03-03,789902,25891502,AM Biscuits 500,Food,199,2025-02-03,2025-02-03,199,1,1,1,2025,3,3,Monday,March,10,FALSE,796.0
FMR34422602,2025-03-03,789422,25891502,AM Biscuits 500,Food,124,2025-02-03,2025-02-03,112,0,1,0,2025,3,3,Monday,March,10,FALSE,496.0
FMR34101603,2025-03-03,789101,25891502,AM Biscuits 500,Food,132,2025-02-03,2025-02-03,125,0,1,0,2025,3,3,Monday,March,10,FALSE,528.0
FMR36702502,2025-03-03,789702,25891502,AM Biscuits 500,Food,189,2025-02-03,2025-02-03,189,1,1,1,2025,3,3,Monday,March,10,FALSE,756.0
FMR36303602,2025-03-03,789303,25891502,AM Biscuits 500,Food,118,2025-02-03,2025-02-03,112,0,1,0,2025,3,3,Monday,March,10,FALSE,472.0
FMR34403502,2025-03-03,789403,25891502,AM Biscuits 500,Food,157,2025-02-03,2025-02-03,157,1,1,1,2025,3,3,Monday,March,10,FALSE,628.0
FMR35321502,2025-03-03,789321,25891502,AM Biscuits 500,Food,157,2025-02-03,2025-02-03,149,0,1,0,2025,3,3,Monday,March,10,FALSE,628.0
FMR36501502,2025-03-03,789501,25891502,AM Biscuits 500,Food,181,2025-02-03,2025-02-03,181,1,1,1,2025,3,3,Monday,March,10,FALSE,724.0
FMR34521502,2025-03-03,789521,25891502,AM Biscuits 500,Food,207,2025-02-03,2025-02-03,197,0,0,0,2025,3,3,Monday,March,10,FALSE,828.0
FMR34421502,2025-03-03,789421,25891502,AM Biscuits 500,Food,172,2025-02-03,2025-02-03,138,0,0,0,2025,3,3,Monday,March,10,FALSE,688.0
FMR35421502,2025-03-03,789421,25891502,AM Biscuits 500,Food,200,2025-02-03,2025-02-03,180,0,0,0,2025,3,3,Monday,March,10,FALSE,800.0
FMR35522601,2025-03-03,789522,25891502,AM Biscuits 500,Food,121,2025-02-03,2025-02-03,115,0,0,0,2025,3,3,Monday,March,10,FALSE,484.0
FMR35621403,2025-03-03,789621,25891403,AM Curd 50,Dairy,217,2025-02-03,2025-02-03,206,0,1,0,2025,3,3,Monday,March,10,FALSE,868.0
FMR36421403,2025-03-03,789421,25891403,AM Curd 50,Dairy,227,2025-02-03,2025-02-03,182,0,0,0,2025,3,3,Monday,March,10,FALSE,908.0
FMR35402602,2025-03-03,789402,25891403,AM Curd 50,Dairy,483,2025-02-03,2025-02-03,483,1,1,1,2025,3,3,Monday,March,10,FALSE,1932.0
FMR34321403,2025-03-03,789321,25891403,AM Curd 50,Dairy,216,2025-02-03,2025-02-03,216,1,1,1,2025,3,3,Monday,March,10,FALSE,864.0
FMR36902601,2025-03-03,789902,25891403,AM Curd 50,Dairy,394,2025-02-03,2025-02-03,394,1,0,0,2025,3,3,Monday,March,10,FALSE,1576.0
FMR35221403,2025-03-03,789221,25891403,AM Curd 50,Dairy,355,2025-02-03,2025-02-03,319,0,1,0,2025,3,3,Monday,March,10,FALSE,1420.0
FMR34703403,2025-03-03,789703,25891403,AM Curd 50,Dairy,372,2025-02-03,2025-02-03,372,1,1,1,2025,3,3,Monday,March,10,FALSE,1488.0
FMR36703601,2025-03-03,789703,25891403,AM Curd 50,Dairy,390,2025-02-03,2025-02-03,390,1,1,1,2025,3,3,Monday,March,10,FALSE,1560.0
FMR35102403,2025-03-03,789102,25891403,AM Curd 50,Dairy,420,2025-02-03,2025-02-03,420,1,1,1,2025,3,3,Monday,March,10,FALSE,1680.0
FMR35522403,2025-03-03,789522,25891403,AM Curd 50,Dairy,277,2025-02-03,2025-02-03,249,0,0,0,2025,3,3,Monday,March,10,FALSE,1108.0
FMR35401403,2025-03-03,789401,25891403,AM Curd 50,Dairy,276,2025-02-03,2025-02-03,276,1,1,1,2025,3,3,Monday,March,10,FALSE,1104.0
FMR34220502,2025-03-03,789220,25891403,AM Curd 50,Dairy,275,2025-02-03,2025-02-03,275,1,1,1,2025,3,3,Monday,March,10,FALSE,1100.0
FMR34622502,2025-03-03,789622,25891403,AM Curd 50,Dairy,485,2025-02-03,2025-02-03,485,1,1,1,2025,3,3,Monday,March,10,FALSE,1940.0
FMR36622503,2025-03-03,789622,25891503,AM Biscuits 250,Food,117,2025-02-03,2025-02-03,117,1,1,1,2025,3,3,Monday,March,10,FALSE,234.0
FMR34720603,2025-03-03,789720,25891503,AM Biscuits 250,Food,154,2025-02-03,2025-02-03,154,1,1,1,2025,3,3,Monday,March,10,FALSE,308.0
FMR36720503,2025-03-03,789720,25891503,AM Biscuits 250,Food,248,2025-02-03,2025-02-03,248,1,1,1,2025,3,3,Monday,March,10,FALSE,496.0
FMR35121503,2025-03-03,789121,25891503,AM Biscuits 250,Food,114,2025-02-03,2025-02-03,108,0,0,0,2025,3,3,Monday,March,10,FALSE,228.0
FMR34221503,2025-03-03,789221,25891503,AM Biscuits 250,Food,120,2025-02-03,2025-02-03,108,0,1,0,2025,3,3,Monday,March,10,FALSE,240.0
FMR36221602,2025-03-03,789221,25891503,AM Biscuits 250,Food,189,2025-02-03,2025-02-03,189,1,1,1,2025,3,3,Monday,March,10,FALSE,378.0
FMR36420503,2025-03-03,789420,25891503,AM Biscuits 250,Food,210,2025-02-03,2025-02-03,210,1,1,1,2025,3,3,Monday,March,10,FALSE,420.0
FMR34421503,2025-03-03,789421,25891503,AM Biscuits 250,Food,237,2025-02-03,2025-02-03,237,1,0,0,2025,3,3,Monday,March,10,FALSE,474.0
FMR36703601,2025-03-03,789703,25891503,AM Biscuits 250,Food,211,2025-02-03,2025-02-03,211,1,1,1,2025,3,3,Monday,March,10,FALSE,422.0
FMR36603503,2025-03-03,789603,25891503,AM Biscuits 250,Food,166,2025-02-03,2025-02-03,166,1,0,0,2025,3,3,Monday,March,10,FALSE,332.0
FMR34102503,2025-03-03,789102,25891503,AM Biscuits 250,Food,163,2025-02-03,2025-02-03,155,0,1,0,2025,3,3,Monday,March,10,FALSE,326.0
FMR36320503,2025-03-03,789320,25891503,AM Biscuits 250,Food,182,2025-02-03,2025-02-03,182,1,1,1,2025,3,3,Monday,March,10,FALSE,364.0
FMR34303603,2025-03-03,789303,25891503,AM Biscuits 250,Food,192,2025-02-03,2025-02-03,192,1,1,1,2025,3,3,Monday,March,10,FALSE,384.0
FMR34122503,2025-03-03,789122,25891503,AM Biscuits 250,Food,112,2025-02-03,2025-02-03,90,0,0,0,2025,3,3,Monday,March,10,FALSE,224.0
FMR36122503,2025-03-03,789122,25891503,AM Biscuits 250,Food,153,2025-02-03,2025-02-03,145,0,0,0,2025,3,3,Monday,March,10,FALSE,306.0
FMR36601503,2025-03-03,789601,25891503,AM Biscuits 250,Food,194,2025-02-03,2025-02-03,194,1,1,1,2025,3,3,Monday,March,10,FALSE,388.0
FMR35702503,2025-03-03,789702,25891503,AM Biscuits 250,Food,111,2025-02-03,2025-02-03,111,1,1,1,2025,3,3,Monday,March,10,FALSE,222.0
FMR35421103,2025-03-03,789421,25891103,AM Milk 100,Dairy,486,2025-02-03,2025-02-03,389,0,0,0,2025,3,3,Monday,March,10,FALSE,967.14
FMR36421403,2025-03-03,789421,25891103,AM Milk 100,Dairy,379,2025-02-03,2025-02-03,341,0,0,0,2025,3,3,Monday,March,10,FALSE,754.21
FMR36903501,2025-03-03,789903,25891103,AM Milk 100,Dairy,363,2025-02-03,2025-02-03,345,0,1,0,2025,3,3,Monday,March,10,FALSE,722.37
FMR34520103,2025-03-03,789520,25891103,AM Milk 100,Dairy,381,2025-02-03,2025-02-03,362,0,0,0,2025,3,3,Monday,March,10,FALSE,758.1899999999999
FMR36621202,2025-03-03,789621,25891103,AM Milk 100,Dairy,446,2025-02-03,2025-02-03,424,0,1,0,2025,3,3,Monday,March,10,FALSE,887.54
FMR36501103,2025-03-03,789501,25891103,AM Milk 100,Dairy,304,2025-02-03,2025-02-03,274,0,0,0,2025,3,3,Monday,March,10,FALSE,604.96
FMR34720603,2025-03-03,789720,25891103,AM Milk 100,Dairy,358,2025-02-03,2025-02-03,358,1,1,1,2025,3,3,Monday,March,10,FALSE,712.42
FMR35720603,2025-03-03,789720,25891103,AM Milk 100,Dairy,471,2025-02-03,2025-02-03,471,1,1,1,2025,3,3,Monday,March,10,FALSE,937.29
FMR36522103,2025-03-03,789522,25891103,AM Milk 100,Dairy,479,2025-02-03,2025-02-03,479,1,1,1,2025,3,3,Monday,March,10,FALSE,953.21
FMR34503103,2025-03-03,789503,25891103,AM Milk 100,Dairy,358,2025-02-03,2025-02-03,322,0,0,0,2025,3,3,Monday,March,10,FALSE,712.42
FMR35220303,2025-03-03,789220,25891103,AM Milk 100,Dairy,322,2025-03-03,2025-02-03,306,0,1,0,2025,3,3,Monday,March,10,FALSE,640.78
FMR35101401,2025-03-03,789101,25891103,AM Milk 100,Dairy,325,2025-03-03,2025-02-03,325,1,1,1,2025,3,3,Monday,March,10,FALSE,646.75
FMR35301103,2025-03-03,789301,25891103,AM Milk 100,Dairy,383,2025-03-03,2025-02-03,364,0,1,0,2025,3,3,Monday,March,10,FALSE,762.17
FMR35202601,2025-03-03,789202,25891103,AM Milk 100,Dairy,335,2025-03-03,2025-02-03,318,0,1,0,2025,3,3,Monday,March,10,FALSE,666.65
FMR36721103,2025-03-03,789721,25891103,AM Milk 100,Dairy,485,2025-03-03,2025-02-03,485,1,1,1,2025,3,3,Monday,March,10,FALSE,965.15
FMR34422602,2025-03-03,789422,25891103,AM Milk 100,Dairy,416,2025-03-03,2025-02-03,416,1,1,1,2025,3,3,Monday,March,10,FALSE,827.84
FMR36703601,2025-03-03,789703,25891601,AM Tea 500,beverages,159,2025-03-03,2025-02-03,159,1,1,1,2025,3,3,Monday,March,10,FALSE,1113.0
FMR35522601,2025-03-03,789522,25891601,AM Tea 500,beverages,130,2025-03-03,2025-02-03,130,1,0,0,2025,3,3,Monday,March,10,FALSE,910.0
FMR34202601,2025-03-03,789202,25891601,AM Tea 500,beverages,96,2025-03-03,2025-02-03,96,1,1,1,2025,3,3,Monday,March,10,FALSE,672.0
FMR35202601,2025-03-03,789202,25891601,AM Tea 500,beverages,138,2025-01-04,2025-02-04,138,1,1,1,2025,3,3,Monday,March,10,FALSE,966.0
FMR35702601,2025-03-03,789702,25891601,AM Tea 500,beverages,125,2025-01-04,2025-02-04,113,0,0,0,2025,3,3,Monday,March,10,FALSE,875.0
FMR36902601,2025-03-03,789902,25891601,AM Tea 500,beverages,62,2025-01-04,2025-02-04,50,0,0,0,2025,3,3,Monday,March,10,FALSE,434.0
FMR35521601,2025-03-03,789521,25891601,AM Tea 500,beverages,112,2025-01-04,2025-02-04,112,1,0,0,2025,3,3,Monday,March,10,FALSE,784.0
FMR35402602,2025-03-03,789402,25891601,AM Tea 500,beverages,134,2025-01-04,2025-02-04,134,1,1,1,2025,3,3,Monday,March,10,FALSE,938.0
FMR35201601,2025-03-03,789201,25891601,AM Tea 500,beverages,129,2025-01-04,2025-02-04,116,0,1,0,2025,3,3,Monday,March,10,FALSE,903.0
FMR34422601,2025-03-03,789422,25891601,AM Tea 500,beverages,66,2025-01-04,2025-02-04,66,1,0,0,2025,3,3,Monday,March,10,FALSE,462.0
FMR34503601,2025-03-03,789503,25891601,AM Tea 500,beverages,120,2025-01-04,2025-02-04,120,1,1,1,2025,3,3,Monday,March,10,FALSE,840.0
FMR36122601,2025-03-03,789122,25891601,AM Tea 500,beverages,148,2025-01-04,2025-02-04,133,0,0,0,2025,3,3,Monday,March,10,FALSE,1036.0
FMR36421601,2025-03-03,789421,25891601,AM Tea 500,beverages,159,2025-01-04,2025-02-04,143,0,1,0,2025,3,3,Monday,March,10,FALSE,1113.0
FMR34501601,2025-03-03,789501,25891601,AM Tea 500,beverages,194,2025-01-04,2025-02-04,194,1,1,1,2025,3,3,Monday,March,10,FALSE,1358.0
FMR35220402,2025-03-03,789220,25891402,AM Curd 100,Dairy,376,2025-01-04,2025-02-04,376,1,0,0,2025,3,3,Monday,March,10,FALSE,2256.0
FMR34501601,2025-03-03,789501,25891402,AM Curd 100,Dairy,396,2025-01-04,2025-02-04,396,1,1,1,2025,3,3,Monday,March,10,FALSE,2376.0
FMR34402501,2025-03-03,789402,25891402,AM Curd 100,Dairy,237,2025-01-04,2025-02-04,237,1,1,1,2025,3,3,Monday,March,10,FALSE,1422.0
FMR36320402,2025-03-03,789320,25891402,AM Curd 100,Dairy,431,2025-01-04,2025-02-04,388,0,0,0,2025,3,3,Monday,March,10,FALSE,2586.0
FMR35720603,2025-03-03,789720,25891402,AM Curd 100,Dairy,265,2025-01-04,2025-02-04,265,1,1,1,2025,3,3,Monday,March,10,FALSE,1590.0
FMR36720402,2025-03-03,789720,25891402,AM Curd 100,Dairy,345,2025-01-04,2025-02-04,345,1,0,0,2025,3,3,Monday,March,10,FALSE,2070.0
FMR36703601,2025-03-03,789703,25891402,AM Curd 100,Dairy,492,2025-01-04,2025-02-04,467,0,1,0,2025,3,3,Monday,March,10,FALSE,2952.0
FMR36503402,2025-03-03,789503,25891402,AM Curd 100,Dairy,306,2025-01-04,2025-02-04,306,1,1,1,2025,3,3,Monday,March,10,FALSE,1836.0
FMR34521402,2025-03-03,789521,25891402,AM Curd 100,Dairy,224,2025-01-04,2025-02-04,224,1,0,0,2025,3,3,Monday,March,10,FALSE,1344.0
FMR35521602,2025-03-03,789521,25891402,AM Curd 100,Dairy,295,2025-01-04,2025-02-04,295,1,0,0,2025,3,3,Monday,March,10,FALSE,1770.0
FMR35522403,2025-03-03,789522,25891402,AM Curd 100,Dairy,409,2025-01-04,2025-02-04,409,1,0,0,2025,3,3,Monday,March,10,FALSE,2454.0
FMR36122602,2025-03-03,789122,25891402,AM Curd 100,Dairy,412,2025-01-04,2025-02-04,391,0,0,0,2025,3,3,Monday,March,10,FALSE,2472.0
FMR36121402,2025-03-03,789121,25891402,AM Curd 100,Dairy,485,2025-01-04,2025-02-04,388,0,0,0,2025,3,3,Monday,March,10,FALSE,2910.0
FMR36221402,2025-03-03,789221,25891402,AM Curd 100,Dairy,239,2025-01-04,2025-02-04,239,1,0,0,2025,3,3,Monday,March,10,FALSE,1434.0
FMR34702402,2025-03-03,789702,25891402,AM Curd 100,Dairy,280,2025-01-04,2025-02-04,252,0,1,0,2025,3,3,Monday,March,10,FALSE,1680.0
FMR35303203,2025-03-03,789303,25891201,AM Butter 100,Dairy,500,2025-01-04,2025-02-04,500,1,1,1,2025,3,3,Monday,March,10,FALSE,1600.0
FMR36303602,2025-03-03,789303,25891201,AM Butter 100,Dairy,469,2025-01-04,2025-02-04,469,1,1,1,2025,3,3,Monday,March,10,FALSE,1500.8000000000002
FMR35603603,2025-03-03,789603,25891201,AM Butter 100,Dairy,367,2025-01-04,2025-02-04,367,1,1,1,2025,3,3,Monday,March,10,FALSE,1174.4
FMR36121203,2025-03-03,789121,25891201,AM Butter 100,Dairy,226,2025-01-04,2025-02-04,203,0,0,0,2025,3,3,Monday,March,10,FALSE,723.2
FMR34601603,2025-03-03,789601,25891201,AM Butter 100,Dairy,227,2025-01-04,2025-02-04,227,1,1,1,2025,3,3,Monday,March,10,FALSE,726.4000000000001
FMR36301201,2025-03-03,789301,25891201,AM Butter 100,Dairy,137,2025-01-04,2025-02-04,137,1,1,1,2025,3,3,Monday,March,10,FALSE,438.40000000000003
FMR34420201,2025-03-03,789420,25891201,AM Butter 100,Dairy,186,2025-01-04,2025-02-04,177,0,1,0,2025,3,3,Monday,March,10,FALSE,595.2
FMR35420302,2025-03-03,789420,25891201,AM Butter 100,Dairy,309,2025-01-04,2025-02-04,247,0,1,0,2025,3,3,Monday,March,10,FALSE,988.8000000000001
FMR36420602,2025-03-03,789420,25891201,AM Butter 100,Dairy,134,2025-01-04,2025-02-04,134,1,0,0,2025,3,3,Monday,March,10,FALSE,428.8
FMR35320602,2025-03-03,789320,25891201,AM Butter 100,Dairy,360,2025-01-04,2025-02-04,360,1,1,1,2025,3,3,Monday,March,10,FALSE,1152.0
FMR35402602,2025-03-03,789402,25891201,AM Butter 100,Dairy,299,2025-01-04,2025-02-04,299,1,1,1,2025,3,3,Monday,March,10,FALSE,956.8000000000001
